Peak,Route Name,State,Location,Summit Elevation,Climb Grade,Elevation Gain,Driving Distance (Miles),Driving Time (Hours),Typical Duration,Typical Season,Glaciated Peak,Rock Skills Required,Snow Angle,Rappelling Required,Crevasse Rescue Skills Required,Typical Gear,Notes,Guide Books,,,
Cashmere Mountain,West Ridge or North Gully,Washington,Cascades - South,8501,B,5300,250,5.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"From Smoot:  Cashmere Mt. is a great pyramid shaped peak rising up from Icicle Creek near the town of Leavenworth. Easily seen from Hwy 2 from Wenatchee, it's especially visible from the town of Cashmere, hence its name.  It's fairly popular due to it's proximity to Leavenworth, great views of the surrounding Stuart Range peaks, and because a hiking trail leads within 1.5 miles and 1,300 vertical feet of the summit.  It can be done as a long day climb car to car, or as a more relaxed overnight with a camp near Little Caroline Lake on the approach.  As this peak is on the eastern side of the Cascade crest, it may have drier weather than peaks further west. ","Climbing Washingtons Mountains by Jeff Smoot
75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"USFS Wenatchee Nat Forest, Leavenworth Ranger District  509-763-3103",
The Castle,Standard Route,Washington,Mt. Rainier Nat. Park,6440,B,1600,160,3.50,one day,Summer-Autumn,No,5th Class,up to 35 degrees,No,No,Rock,"The Castle is a box shaped peak on the immediate E of Pinnacle Peak, often climbed in conjunction with Pinnacle and Plummer peaks. There is a short rock pitch to gain the summit. Incredible views of Mt. Rainier await on a clear day.  A rope and basic rock pro can help with beginner climbers.","Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey
75 Scrambles in Washington by Peggy Goldman",,"Mt. Rainier NP, Park HQ: 360-569-2211 ext 2334",
"Castle, Pinnacle, Plummer",Standard Route,Washington,Mt. Rainier Nat. Park,6500,B,1700,160,3.50,one day,Summer-Autumn,No,4th Class,up to 35 degrees,Yes,No,Rock,"The Tatoosh Range, located in the southern end of Mt. Rain-Here Nat. Park, is made up of 11 named peaks.  This 3 peak link-up is one of the most popular, if only because of the easy access from the trailhead.  A popular Mazamas climb, this classic alpine scramble has a round trip hike of just 4 miles and 1,700 vertical feet, and thus can be done by most climbers of moderate fitness in a reasonable day.  Along with a park entrance fee, all of the Tatoosh peaks offer spectacular views of Mt. Rainier - given clear weather, naturally.  This is good beginner trip and fairly close to home.  Be prepared for a short rappel on Castle and possible a handline on Pinnacle, depending on your comfort level on exposed 3rd or easy 4th class rock.  In early season, an ice axe can be useful.  ""Tatoosh"" means 'nourishing breast "" in the local native American language.  If you are looking for more solitude and similar scramble peaks, check these other options for Tatoosh climbing. ","75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"Mt Rainier NP, Park HQ: 360-569-2211 ext 2334",
Cathedral Rock,Southwest Gully,Washington,Cascades - South,,C,3300,265,5.00,one day,Summer-Autumn,No,4th Class,,Yes,No,Rock,"This is a 4th class scramble with one or two pitches of low 5th class. Getting to this trailhead requires crossing a creek. The creek is typically running low during the summer months but there is a relatively highly angled concrete pad at this spot. Low clearance vehicles (standard passenger cars) may not make it past this spot. There are pullouts here where you could park, but it is then a 3 mile walk on the road to the TH.",,,All trails and some picnic areas and campsites in the Wenatchee National Forest require a regional pass costing $5/day or $30/year. For current conditions call the Cle Elum Ranger District at (509) 674-4411.,http://mazamas.org/?URL=http%3A%2F%2Fwww.summitpost.org%2Fsouth-west-gully%2F875757
Chair Peak,East Face,Washington,Cascades - South,6238,B,3100,200,4.00,one day,Summer-Autumn,No,4th Class,,Yes,No,Rock,"This is a one day moderate climb on 4th class rock with a fairly easy approach.  This route has ""the peak's best rock climbing"" writes Beckey. This is a popular area close to Seattle with easy road access.  It's also a popular winter steep snow route.",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,,none,
Mt. Challenger,Challenger Glacier,Washington,Cascades - North,8236,C,6000,320,7.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,No,Yes,Snow and Rock,"Mt Fury. Mt Terror.  Mt Challenger.  Can you guess what the early climbers and surveyors thought of the peaks in the wild and remote Picket Range?  Challenger is known for various stiff  approaches, while once on the route it's a straightforward glacier climb with a bit of 5th class rock at the top.  Challenger, with it's hard approach, crevassed route, remoteness and incredible views, offer to many the classic North Cascades climbing experience.  If you're considering this peak, read the approach descriptions in Nelson and Potterfield to get an idea of what you are in for! ","Climbs in the Cascades Vol. 1 by Nelson and Potterfield
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Mt.+Challenger+WA&sll=47.458476,-121.46626&sspn=0.01712,0.045233&ie=UTF8&ll=48.835345,-121.342363&spn=0.017344,0.045233&t=p&z=15&iwloc=addr","North Cascades Nat. Park, Marblemount office, 360-854-7245",
Chimney Rock,East Face Direct,Washington,Cascades - Central,7634,E,4800,275,5.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,Optional ice climbing to ascend glacier to the east face.  Up to 10 pitches of 5th class rock with stretches of poorly protected 3rd and 4th class simul-climbing.  Rappel and down climb the route to descend.,"Climbing Washingtons Mountains by Jeff Smoot
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,USFS Cle Elum Ranger District: 509-852-1100,http://www.summitpost.org/mountain/rock/152893/chimney-rock.html
Chiwawa Mountain,Chiwawa River,Washington,Cascades - Central,8459,B,4500,300,6.00,two or more days,,Yes,3rd Class,up to 35 degrees,No,Yes,Snow and Rock,Chiwawa Peak is a classic mixed climb peak located in an unusually beautiful area of the Central Cascades. ,"Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey
75 Scrambles in Washington by Peggy Goldman",,"Wenatchee NF, Lake Wenatchee Ranger District: 509-763-3103",http://www.summitpost.org/chiwawa-mountain/622101
Chiwawa Peak,Red Mountain,Washington,Cascades - Central,8459,B,4500,300,6.00,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,No,Snow and Rock,"Chiwawa Peak is a classic mixed climb peak located in an unusually beautiful area of the North-Central Cascades.  The peak is accessible best from above Spider Meadows -- a spectacular sub-alpine valley located north of Lake Wenatchee.  The normal approach is to ascend to the Spider Glacier, cross over Spider Gap and drop onto the Lyman Glacier, rope up, then ascend steep snow to the east summit ridge where a final scramble leads to the top.  More adventurous routefinding can offer an even more well rounded alpine experience.  Prepare for a fair bit of off trail travel.","Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey
75 Scrambles in Washington by Peggy Goldman",,"Wenatchee NF, Lake Wenatchee Ranger District: 509-763-3103",
Church Mountain,Church Mountain Trail,Washington,Cascades - North,6315,B,3900,350,7.00,one day,Summer-Autumn,No,4th Class,,No,No,Scrambling,"Near Mt Baker, this peak offers Class 3 / 4 rock scramble from a lookout site to the summit block.",Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey,http://goo.gl/maps/ZFSfp,"USFS Glacier Public Service Center: 360-599-2714 
USFS Sedro Wooley Mt. Baker Ranger Station: 206-856-5700",http://www.summitpost.org/church-mountain/154130
Mt. Clark,Royal Basin,Washington,- Olympic Range,7528,A,5000,225,4.50,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Snow and Rock,"Mt. Clark is one of the high summits of The Needles:  an area of rugged peaks located above Royal Basin in the northeast corner of Olympic National Park.  Although not the highest in the area, Mt. Clark has some renown and is considered to be one of the best scrambles in the Olympics.  This area is beautiful & popular.  Permits and bear canisters are required for camping in Royal Basin.  Camping in upper Royal Basin may be nicer than staying Royal Lake.","Climbers Guide to the Olympic Mountains by Olympic Mountain Rescue
Climbing Washingtons Mountains by Jeff Smoot",,"Olympic National Forest, Quilcene Ranger District: 360-765-2200
Olympic NP (permits): 360-452-4501",
Clark Mountain,SE Slope,Washington,Cascades - Central,8576,B,6200,250,6.00,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"Clark Mountain is the highest peak in the Dakobed Range, a subrange of 8,000 foot peaks trending SE of Glacier Peak.  This route has a fairly long approach (about 22 miles round trip) followed by moderate snow and a class 3 rock scramble to the summit.  This is also a popular early season climb, when snow may lead most of the way to the summit.","Climbing Washingtons Mountains by Jeff Smoot
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,USFS Lake Wenatchee Ranger District 509-763-3103,
Colchuck Peak,North Buttress Couloir,Washington,Cascades - Central,8705,C,5305,270,5.00,two or more days,Spring-Summer,Yes,none,between 35 and 50 degrees,No,Yes,Snow,"Colchuck Peak is strategically located in the central Cascades, providing outstanding views and a variety of enjoyable. The North Buttress Couloir on Colchuck is a good route option for those looking for something steeper and a bit more technical, yet not overly committing. The upper part of the route, the northwest face, looks awesome, like the classic alpine line that it is. ","Climbs in the Cascades, Volume I by Nelson and Potterfield",,"Wenatchee NF, Leavenworth Ranger District: 509-548-699",
Colchuck Peak,Colchuck Glacier,Washington,Cascades - South,8705,B,5300,270,5.00,two or more days,Summer-Autumn,Yes,3rd Class,between 35 and 50 degrees,No,Yes,Snow and Rock,"A moderate snow, glacier and 3rd class scree / rock climb to a summit in the beautiful Enchantment Lakes area in central WA.  Getting a camping permit in this popular basin can be the crux of the climb.  Forest fires are common in this area in the summer - call the USFS before you leave town to be sure the trails are open.","Climbs in the Cascades Vol. 1 by Nelson and Potterfield
75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"Wenatchee NF, Leavenworth Ranger District: 509-548-699",
Columbia Peak,West Ridge,Washington,Cascades - Central,7172,B,5200,225,5.00,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Scrambling,"From Jeff Smoot:  Columbia Peak, another of the major summits of the Monte Cristo region, is one of the best climbs of the group and involves a reasonable approach with a fun, varied 800-foot summit scramble up the west spur. Columbia Peak is a good early summer climb because snow slopes can be ascended much of the way. Its a good late season climb too, with a good trail approach, a short ridge scramble, and a steep, enjoyable final scramble up snowfields and a long, rock gully to the summit. The best time to climb Columbia is after snow has melted off the summit area; when snow lingers on the upper ledge traverse, the route is too risky for mere scrambling, although a reasonable alternative route exists. ","Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey
Climbing Washington's Mountains by Jeff Smoot",,none at present,http://www.mountainwerks.org/cma/2000/columbia/columbia.htm
Mt. Constance,SE Face via South Fork Tunnel Creek,Washington,- Olympic Range,7743,C,5300,210,4.00,two or more days,Summer-Autumn,No,4th Class,between 35 and 50 degrees,No,No,Snow and Rock,"Mt. Constance is the third highest peak in the Olympic Range and is the highest peak visible from Seattle. This route meets the standard South Chute route at Point Schellin, sharing the option of the ""Fingertip Traverse"" or ""Terrible Traverse"" on the upper section, so is of the same difficulty.  (Though rated only 3rd class in the book, it feels more like exposed 4th class in spots.)  This approach avoids biking over a washed-out road and the burned-over steep hike on the standard approach to Lake Constance, instead using a good trail followed by a short, relatively easy off-trail section.  Fun, challenging routefinding and scrambling await you on Constance.","Climbers Guide to the Olympic Mountains by Olympic Mountain Rescue
Climbing Washingtons Mountains by Jeff Smoot","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Mt.+Constance+WA+USA&sll=47.960962,-121.362019&sspn=0.03529,0.090466&ie=UTF8&t=p&hq=&hnear=Mt+Constance&ll=47.769503,-123.11657&spn=0.03369,0.090895&z=14","Olympic National Forest, Quilcene Ranger District: 360-765-2200",http://glenn.widener.us/climbs/2010/constance_690/index.htm
Mt. Constance,College Route / South Chute,Washington,- Olympic Range,7743,B,5300,210,4.00,two or more days,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,"Mt. Constance is the third highest peak in the Olympic Range and is the highest peak visible from Seattle.  This peak has some of the most challenging rock routes in the range.  Ours is not one of them, but the routefinding can be tricky.  The Class 3 scrambling, while technically easy, is exposed and can be hazardous.","Climbers Guide to the Olympic Mountains by Olympic Mountain Rescue
Climbing Washingtons Mountains by Jeff Smoot",,"Olympic National Forest, Quilcene Ranger District: 360-765-2200",
Copper Mountain,Wagonwheel Lake,Washington,- Olympic Range,4925,A,4400,150,2.50,one day,Spring-Summer,No,3rd Class,up to 35 degrees,No,No,Scrambling,"Hike the trail to Wagonwheel Lake, scramble up to the summit.",,,Olympic National Park: 360-565-3130,http://www.summitpost.org/copper-mountain/769748
Copper and Iron,Tahoma Creek,Washington,Mt. Rainier Nat. Park,6280,A,3500,150,3.00,one day,Summer-Autumn,No,none,,No,No,Scrambling,"Copper and Iron are peaks located on the west side of Mt. Rainier National Park. Approach can be made from Longmire, Kautz Creek, or Tahoma Creek to Indian Henry's Hunting ground. From the ranger's summer cabin, head in an easterly direction on a footpath and gain the saddle between the 2 peaks. The route up Copper heads up a gully just west of the ridge to the peak. The route to Iron drops south below some rocky outcroppings and heads up a gully.","Guide to 100 Peaks at Mt. Rainier,Cascade Alpine Guide Vol. 1",,Mt. Rainier National Park: 360-569-2211,
